TYPE,PRICE,BEDS,BATH,PROPERTYSQFT,BOROUGH
Townhouse for sale,318888,2,2,1270,Staten Island
Multi-family home for sale,3995000,3,2,12200,Staten Island
Townhouse for sale,525000,2,2,996,Staten Island
House for sale,728900,4,1,960,Staten Island
Pending,2300000,6,2,4346,Staten Island
Pending,2300000,6,2,4346,Staten Island
House for sale,1288888,3,4,1672,Staten Island
House for sale,1399999,3,2,2700,Staten Island
Multi-family home for sale,1698000,4,4,3620,Staten Island
House for sale,438000,2,2,1354,Staten Island
House for sale,2350000,5,4,4270,Staten Island
House for sale,799000,3,2,2340,Staten Island
House for sale,499900,3,1,1040,Staten Island
House for sale,1375000,5,4,2704,Staten Island
House for sale,639000,4,2,1856,Staten Island
Contingent,750000,4,4,1240,Staten Island
House for sale,499999,3,2,1763,Staten Island
House for sale,2900000,5,2,6707,Staten Island
Condo for sale,475000,2,1,1296,Staten Island
House for sale,2050000,6,6,5600,Staten Island
House for sale,669000,3,2,1312,Staten Island
Multi-family home for sale,530000,2,2,1672,Staten Island
Contingent,835000,5,2,2050,Staten Island
Multi-family home for sale,798888,3,2,1500,Staten Island
Multi-family home for sale,999998,3,2,2400,Staten Island
Multi-family home for sale,1550000,12,7,3000,Staten Island
Contingent,759000,3,4,1424,Staten Island
House for sale,395000,2,1,666,Staten Island
Multi-family home for sale,1295000,4,2,3264,Staten Island
House for sale,675000,3,2,1222,Staten Island
House for sale,1193000,2,2,1518,Staten Island
House for sale,1749999,4,4,2600,Staten Island
House for sale,749000,3,2,1332,Staten Island
Multi-family home for sale,1050000,4,4,3305,Staten Island
Townhouse for sale,499000,3,2,1400,Staten Island
House for sale,649000,4,2,1120,Staten Island
Multi-family home for sale,1153000,4,2,3980,Staten Island
House for sale,449999,4,3,1217,Staten Island
Townhouse for sale,495000,3,2,1280,Staten Island
House for sale,749000,4,3,2150,Staten Island
Contingent,459000,2,1,1188,Staten Island
House for sale,399998,4,2,1252,Staten Island
House for sale,880000,3,4,2100,Staten Island
House for sale,880000,3,4,2100,Staten Island
House for sale,1080000,6,3,3600,Staten Island
House for sale,698888,3,2,1440,Staten Island
House for sale,689000,3,2,1484,Staten Island
House for sale,680000,3,2,2200,Staten Island
House for sale,550000,3,2,1410,Staten Island
Townhouse for sale,315000,3,2,1344,Staten Island
House for sale,799999,5,4,2288,Staten Island
House for sale,574999,3,2,1040,Staten Island
House for sale,549000,3,2,1152,Staten Island
House for sale,768000,5,2,1870,Staten Island
House for sale,949000,4,2,2476,Staten Island
House for sale,850000,3,2,1152,Staten Island
Contingent,1175000,3,3,2774,Staten Island
House for sale,285000,3,2,1536,Staten Island
Condo for sale,650000,3,2,1632,Staten Island
House for sale,2599999,6,6,6353,Staten Island
House for sale,765000,3,4,1888,Staten Island
Condo for sale,318000,1,1,638,Staten Island
Multi-family home for sale,739900,4,2,2000,Staten Island
House for sale,799000,3,2,1816,Staten Island
Pending,699000,3,2,864,Staten Island
Autre_Type,800000,5,2,1584,Staten Island
Condo for sale,615000,2,4,1568,Staten Island
House for sale,659000,3,2,1468,Staten Island
House for sale,889000,3,2,2052,Staten Island
Contingent,639000,3,2,1360,Staten Island
House for sale,669000,3,2,2191,Staten Island
House for sale,739999,4,2,1976,Staten Island
Autre_Type,475000,3,2,1204,Staten Island
House for sale,499000,3,2,1786,Staten Island
House for sale,855000,3,2,1383,Staten Island
Contingent,550000,3,2,1424,Staten Island
House for sale,749000,4,3,2013,Staten Island
Contingent,1099000,6,6,3219,Staten Island
House for sale,649000,3,2,1152,Staten Island
House for sale,1999000,4,2,2600,Staten Island
Multi-family home for sale,750000,2,3,1530,Staten Island
House for sale,899000,4,2,1224,Staten Island
Pending,699000,3,2,1250,Staten Island
House for sale,799000,3,2,2184,Staten Island
House for sale,299999,3,1,2184,Staten Island
House for sale,999000,4,4,3570,Staten Island
House for sale,849999,2,2,1365,Staten Island
Pending,949000,4,4,2920,Staten Island
Townhouse for sale,1299900,6,4,2504,Staten Island
House for sale,949900,4,2,1680,Staten Island
House for sale,949900,4,2,1680,Staten Island
Multi-family home for sale,1450000,5,4,3252,Staten Island
House for sale,799999,3,4,2337,Staten Island
Condo for sale,198000,1,1,1000,Staten Island
House for sale,589000,2,2,1808,Staten Island
Contingent,725000,3,2,1498,Staten Island
Townhouse for sale,478888,2,2,1159,Staten Island
Multi-family home for sale,1399999,4,4,2776,Staten Island
House for sale,749000,3,2,1600,Staten Island
Multi-family home for sale,1179987,5,4,4143,Staten Island
Contingent,699000,3,2,1312,Staten Island
House for sale,649000,3,3,1456,Staten Island
House for sale,649000,3,3,1456,Staten Island
House for sale,160000,2,1,900,Staten Island
Multi-family home for sale,365000,4,3,1600,Staten Island
Pending,1199900,4,4,2393,Staten Island
House for sale,699000,3,2,1700,Staten Island
House for sale,1250000,3,4,3328,Staten Island
Multi-family home for sale,899999,4,2,2194,Staten Island
House for sale,629000,3,3,1280,Staten Island
House for sale,2200000,3,2,3760,Staten Island
Townhouse for sale,530000,3,2,1280,Staten Island
Pending,825000,5,2,2184,Staten Island
Autre_Type,399900,3,2,2184,Staten Island
Autre_Type,399900,3,2,2184,Staten Island
Multi-family home for sale,1275000,6,5,2500,Staten Island
Pending,648000,3,2,2112,Staten Island
House for sale,558000,3,2,1108,Staten Island
House for sale,879000,4,2,2240,Staten Island
House for sale,699000,3,2,1538,Staten Island
House for sale,888888,4,3,2088,Staten Island
House for sale,1449000,3,4,3600,Staten Island
House for sale,628000,3,2,960,Staten Island
Condo for sale,499900,2,2,960,Staten Island
House for sale,585000,3,2,1008,Staten Island
House for sale,1250000,3,2,2072,Staten Island
House for sale,599000,3,2,780,Staten Island
House for sale,779000,4,2,2188,Staten Island
House for sale,1250000,4,2,3160,Staten Island
House for sale,599900,3,2,1248,Staten Island
Contingent,898000,3,1,2744,Staten Island
House for sale,868000,3,2,1484,Staten Island
House for sale,1100000,4,2,1800,Staten Island
House for sale,749000,3,2,1800,Staten Island
House for sale,749000,3,2,1800,Staten Island
House for sale,1100000,4,2,1800,Staten Island
House for sale,1099000,3,2,1092,Staten Island
Multi-family home for sale,760000,4,2,1490,Staten Island
Multi-family home for sale,10700000,42,43,27152,Staten Island
House for sale,599000,3,2,1120,Staten Island
House for sale,725000,2,2,988,Staten Island
Multi-family home for sale,769000,7,2,2100,Staten Island
House for sale,539000,3,2,972,Staten Island
Townhouse for sale,588000,2,2,2000,Staten Island
Contingent,799900,4,4,1816,Staten Island
House for sale,650000,3,2,1218,Staten Island
House for sale,850000,3,2,1090,Staten Island
Multi-family home for sale,1599999,5,4,3773,Staten Island
House for sale,640000,3,2,1110,Staten Island
Contingent,799900,3,4,3510,Staten Island
Contingent,740000,3,2,1976,Staten Island
House for sale,899888,4,2,2185,Staten Island
Multi-family home for sale,879000,4,2,1824,Staten Island
Contingent,789888,4,2,1865,Staten Island
House for sale,1399900,4,4,3149,Staten Island
Multi-family home for sale,1199000,3,1,2726,Staten Island
Multi-family home for sale,949000,8,3,3500,Staten Island
House for sale,314000,2,1,847,Staten Island
Pending,675000,3,2,1444,Staten Island
Pending,625000,3,2,1040,Staten Island
Multi-family home for sale,1200000,5,2,2184,Staten Island
House for sale,599900,3,2,1204,Staten Island
House for sale,465000,2,2,1048,Staten Island
House for sale,699900,3,2,1420,Staten Island
House for sale,635000,4,2,1684,Staten Island
Contingent,499000,3,2,1450,Staten Island
Pending,799000,4,2,1560,Staten Island
House for sale,900000,3,2,1248,Staten Island
Townhouse for sale,548000,2,2,1354,Staten Island
Pending,550000,3,2,1292,Staten Island
Contingent,950000,3,2,1364,Staten Island
House for sale,774900,3,2,1335,Staten Island
Multi-family home for sale,988000,3,2,3061,Staten Island
House for sale,599000,3,2,1196,Staten Island
Multi-family home for sale,778000,4,3,1300,Staten Island
House for sale,849000,3,2,2256,Staten Island
Multi-family home for sale,1250000,5,4,2700,Staten Island
House for sale,775000,3,2,2184,Staten Island
Multi-family home for sale,789000,3,4,1900,Staten Island
Pending,769000,3,2,1170,Staten Island
Pending,769000,3,2,1170,Staten Island
Contingent,840000,5,1,1182,Staten Island
House for sale,668888,3,2,2184,Staten Island
House for sale,1388800,6,4,2146,Staten Island
Contingent,748800,3,2,1242,Staten Island
Pending,860000,3,4,2325,Staten Island
Contingent,479999,3,2,1510,Staten Island
Pending,1280000,5,4,3600,Staten Island
House for sale,699900,3,4,2160,Staten Island
House for sale,749999,4,2,1063,Staten Island
Townhouse for sale,598500,3,2,1500,Staten Island
House for sale,798000,4,4,1410,Staten Island
Contingent,335900,1,1,670,Staten Island
House for sale,750000,3,2,1922,Staten Island
House for sale,1080000,4,3,1824,Staten Island
Multi-family home for sale,2100000,3,1,6862,Staten Island
Multi-family home for sale,999888,3,4,2016,Staten Island
Contingent,898888,3,3,2080,Staten Island
House for sale,629900,3,2,1332,Staten Island
House for sale,1600000,4,4,3150,Staten Island
Multi-family home for sale,1400000,5,4,2250,Staten Island
Autre_Type,750000,3,2,2184,Staten Island
House for sale,519999,3,2,1440,Staten Island
House for sale,6700000,3,2,2184,Staten Island
House for sale,6700000,3,2,2184,Staten Island
House for sale,659000,3,2,1460,Staten Island
Multi-family home for sale,1190000,5,4,3720,Staten Island
Multi-family home for sale,1099000,6,5,3816,Staten Island
Contingent,495000,2,3,1200,Staten Island
House for sale,675888,3,1,1662,Staten Island
House for sale,399999,2,1,1056,Staten Island
Multi-family home for sale,1459000,5,4,3500,Staten Island
House for sale,874900,3,4,1500,Staten Island
House for sale,339000,2,1,700,Staten Island
Pending,599900,6,4,2184,Staten Island
House for sale,685000,4,2,2269,Staten Island
House for sale,685000,4,2,2269,Staten Island
House for sale,699000,3,2,1008,Staten Island
Pending,565000,2,2,1238,Staten Island
Townhouse for sale,760000,2,2,2337,Staten Island
House for sale,685000,3,2,1280,Staten Island
House for sale,758800,3,2,1633,Staten Island
House for sale,995000,4,2,2200,Staten Island
Multi-family home for sale,689900,3,4,2448,Staten Island
House for sale,1200000,4,2,2173,Staten Island
Contingent,436000,2,1,912,Staten Island
Contingent,699888,3,2,1870,Staten Island
House for sale,632000,4,2,1496,Staten Island
House for sale,632000,4,2,1496,Staten Island
House for sale,968000,3,2,2845,Staten Island
Multi-family home for sale,1499000,6,4,3450,Staten Island
Pending,550000,3,2,1520,Staten Island
Pending,599000,3,3,1392,Staten Island
House for sale,1488000,3,2,2886,Staten Island
House for sale,650000,3,2,1110,Staten Island
House for sale,1250000,5,4,2755,Staten Island
Contingent,235000,3,1,301,Staten Island
House for sale,2595000,7,6,4950,Staten Island
Multi-family home for sale,1050000,5,4,2552,Staten Island
Multi-family home for sale,680000,3,2,2240,Staten Island
Contingent,368888,2,1,540,Staten Island
House for sale,599000,3,2,1232,Staten Island
Pending,838000,4,4,2780,Staten Island
House for sale,619000,2,2,804,Staten Island
Multi-family home for sale,850000,3,2,1696,Staten Island
Multi-family home for sale,3200000,3,2,17000,Staten Island
House for sale,2199999,4,2,2848,Staten Island
Multi-family home for sale,850000,3,2,1696,Staten Island
Pending,825000,6,2,2444,Staten Island
House for sale,629000,3,2,1216,Staten Island
Multi-family home for sale,1229000,6,5,2816,Staten Island
Contingent,625000,4,2,1650,Staten Island
Multi-family home for sale,1229000,6,5,2816,Staten Island
House for sale,1249949,4,4,2720,Staten Island
Contingent,649999,5,3,2052,Staten Island
House for sale,499000,3,2,1024,Staten Island
Townhouse for sale,499000,3,2,1890,Staten Island
Townhouse for sale,499000,3,2,1890,Staten Island
Multi-family home for sale,669000,2,1,2675,Staten Island
Multi-family home for sale,1299000,6,2,3733,Staten Island
House for sale,1396000,4,4,2444,Staten Island
Contingent,469000,3,2,1352,Staten Island
House for sale,650000,3,2,1500,Staten Island
House for sale,579999,3,2,1152,Staten Island
Townhouse for sale,599999,3,2,1800,Staten Island
Pending,925000,4,4,1672,Staten Island
House for sale,674999,3,2,1310,Staten Island
Pending,925000,4,4,1672,Staten Island
House for sale,685000,3,2,1100,Staten Island
Contingent,669000,3,2,2115,Staten Island
Townhouse for sale,499000,3,2,1332,Staten Island
Townhouse for sale,465000,3,2,1365,Staten Island
Autre_Type,225000,3,2,2184,Staten Island
House for sale,749000,3,2,1080,Staten Island
House for sale,829999,3,2,1380,Staten Island
House for sale,825900,3,2,1923,Staten Island
Pending,555000,3,2,2184,Staten Island
Co-op for sale,429000,2,2,1450,Bronx
Co-op for sale,429000,2,2,1450,Bronx
Co-op for sale,235000,1,1,850,Bronx
Co-op for sale,295000,2,1,2184,Bronx
Condo for sale,650000,3,1,1050,Brooklyn
Condo for sale,549000,2,2,1000,Staten Island
Condo for sale,349900,1,1,651,Staten Island
Multi-family home for sale,1299888,10,6,3156,Staten Island
Multi-family home for sale,1300000,10,8,5040,Staten Island
Multi-family home for sale,1299888,11,4,3156,Staten Island
Condo for sale,329000,2,1,837,Staten Island
Co-op for sale,220500,2,1,900,Staten Island
Condo for sale,189000,2,2,966,Staten Island
Condo for sale,430000,2,2,1248,Staten Island
Condo for sale,235000,2,1,860,Staten Island
Condo for sale,189000,1,1,730,Staten Island
Co-op for sale,300000,2,1,900,Staten Island
Condo for sale,434900,3,2,1286,Staten Island
Contingent,275000,2,1,900,Staten Island
Condo for sale,109500,3,1,550,Staten Island
Co-op for sale,225000,2,1,789,Staten Island
Contingent,249999,1,1,750,Staten Island
Condo for sale,410000,2,1,2184,Staten Island
Condo for sale,479000,2,2,1008,Staten Island
Co-op for sale,439000,1,1,950,Staten Island
Condo for sale,238000,1,1,650,Staten Island
Multi-family home for sale,1799000,3,1,5400,Staten Island
Condo for sale,399900,2,2,853,Staten Island
Condo for sale,255500,1,1,950,Staten Island
Condo for sale,455000,2,1,939,Staten Island
Condo for sale,378888,1,1,718,Staten Island
Contingent,379000,4,1,1200,Staten Island
Townhouse for sale,549999,3,2,1677,Staten Island
Condo for sale,540000,3,2,2184,Staten Island
Condo for sale,450000,1,1,776,Staten Island
Contingent,349000,3,2,1180,Staten Island
Condo for sale,164999,3,1,400,Staten Island
Contingent,299998,2,1,1200,Staten Island
Condo for sale,1338000,3,2,2082,Staten Island
Contingent,339000,1,1,693,Staten Island
Condo for sale,239500,1,1,864,Staten Island
Condo for sale,350000,1,1,738,Staten Island
Contingent,193999,3,1,435,Staten Island
Condo for sale,593000,2,2,1312,Staten Island
Contingent,350000,3,2,1137,Staten Island
Contingent,350000,3,2,1137,Staten Island
Co-op for sale,375000,1,1,1185,Staten Island
Condo for sale,674999,3,1,1299,Staten Island
Condo for sale,420000,2,1,840,Staten Island
Condo for sale,330000,1,1,726,Staten Island
Condo for sale,899000,2,2,1697,Staten Island
Contingent,375000,1,1,900,Staten Island
Pending,325000,2,1,2184,Staten Island
Condo for sale,560000,2,2,1008,Staten Island
Condo for sale,285000,1,1,613,Staten Island
Condo for sale,249999,1,1,596,Staten Island
Contingent,225000,1,1,650,Staten Island
Condo for sale,209000,1,1,650,Staten Island
Condo for sale,245000,1,1,800,Staten Island
Condo for sale,342990,2,1,900,Staten Island
Pending,549999,3,2,1652,Staten Island
Condo for sale,240000,1,1,800,Staten Island
Condo for sale,385000,2,1,910,Staten Island
Condo for sale,389990,2,1,886,Staten Island
Co-op for sale,375000,2,1,850,Bronx
Co-op for sale,350000,1,1,700,Bronx
Co-op for sale,199900,1,1,2184,Bronx
Co-op for sale,1295000,4,2,1995,Bronx
Co-op for sale,90000,1,1,450,Bronx
Co-op for sale,269000,1,1,2184,Bronx
Co-op for sale,269000,1,1,2184,Bronx
Co-op for sale,69000,1,1,850,Bronx
Condo for sale,320000,2,2,936,Bronx
Condo for sale,285000,2,1,1000,Bronx
Co-op for sale,105000,3,1,656,Bronx
Co-op for sale,105509,1,1,650,Bronx
Co-op for sale,395995,2,1,1100,Bronx
Co-op for sale,275000,2,1,900,Bronx
Co-op for sale,49500,3,2,800,Bronx
Co-op for sale,209000,1,1,1078,Bronx
Co-op for sale,280000,3,2,1100,Bronx
Co-op for sale,375000,2,2,1200,Bronx
Co-op for sale,375000,2,2,1350,Bronx
Co-op for sale,298000,3,2,1100,Bronx
Condo for sale,379000,1,2,704,Bronx
Co-op for sale,120000,2,1,600,Bronx
Co-op for sale,229000,2,1,950,Bronx
Co-op for sale,175849,2,1,850,Bronx
Co-op for sale,1235000,3,2,2184,Bronx
Co-op for sale,220000,2,1,850,Bronx
Co-op for sale,119000,1,1,650,Bronx
Co-op for sale,309900,2,1,900,Bronx
House for sale,1950000,5,4,4000,Bronx
Co-op for sale,109000,1,1,2184,Bronx
Co-op for sale,307000,2,1,960,Bronx
Condo for sale,374900,1,1,782,Bronx
Co-op for sale,480000,3,2,2184,Bronx
Co-op for sale,249000,1,1,850,Bronx
Pending,599000,4,2,1348,Bronx
Co-op for sale,659000,3,2,1300,Bronx
Co-op for sale,605000,3,2,1500,Bronx
Co-op for sale,250000,1,1,900,Bronx
Co-op for sale,240900,2,1,875,Bronx
Co-op for sale,129000,1,1,750,Bronx
Co-op for sale,262500,1,1,2184,Bronx
Co-op for sale,430000,2,2,1200,Bronx
Co-op for sale,124900,1,1,676,Bronx
Townhouse for sale,588000,4,3,2160,Bronx
Townhouse for sale,588000,4,3,2160,Bronx
